,Protein HMS LINCS ID,% Control,pr_modifications,pr_production_source_organism,Beta_Sheet,Alpha_Helix,A_Percentage,R_Percentage,N_Percentage,D_Percentage,C_Percentage,Q_Percentage,E_Percentage,G_Percentage,H_Percentage,I_Percentage,L_Percentage,K_Percentage,M_Percentage,F_Percentage,P_Percentage,S_Percentage,T_Percentage,W_Percentage,Y_Percentage,V_Percentage,Isoelectric_Point,Molecular_Weight,Aromaticity,Instability_Index,GRAVY
0,200001,63.0,0,0,0.23517169614984393,0.28303850156087407,0.08220603537981269,0.03329864724245578,0.03433922996878252,0.046826222684703434,0.013527575442247659,0.11654526534859522,0.044745057232049947,0.06763787721123829,0.015608740894901144,0.04162330905306972,0.08740894901144641,0.05098855359001041,0.013527575442247659,0.03433922996878252,0.09781477627471384,0.08324661810613944,0.06451612903225806,0.003121748178980229,0.015608740894901144,0.053069719042663895,6.158641242980956,103883.71650000068,0.05306971904266389,56.52759625390253,-0.5196670135275742
1,200004,89.0,1,0,0.2327433628318584,0.2991150442477876,0.08584070796460178,0.05663716814159292,0.035398230088495575,0.03716814159292035,0.012389380530973451,0.02920353982300885,0.07876106194690266,0.07787610619469026,0.021238938053097345,0.02920353982300885,0.08495575221238938,0.07345132743362832,0.01592920353982301,0.02566371681415929,0.07964601769911504,0.10619469026548672,0.05752212389380531,0.011504424778761062,0.02654867256637168,0.05486725663716814,8.91831455230713,122870.14270000103,0.06371681415929203,51.97567256637199,-0.5975221238938053
2,200006,100.0,0,0,0.23274336283185842,0.2991150442477876,0.08584070796460178,0.05663716814159292,0.035398230088495575,0.03716814159292035,0.012389380530973451,0.02920353982300885,0.07964601769911504,0.07787610619469026,0.021238938053097345,0.03008849557522124,0.08495575221238938,0.07256637168141593,0.01592920353982301,0.024778761061946902,0.07964601769911504,0.10619469026548672,0.05752212389380531,0.011504424778761062,0.02654867256637168,0.05486725663716814,8.841468238830569,122837.06820000104,0.06283185840707964,52.22965486725695,-0.5956637168141594
3,200007,100.0,1,0,0.23274336283185842,0.2991150442477876,0.08584070796460178,0.05663716814159292,0.035398230088495575,0.03716814159292035,0.012389380530973451,0.02920353982300885,0.07964601769911504,0.07787610619469026,0.021238938053097345,0.03008849557522124,0.08495575221238938,0.07256637168141593,0.01592920353982301,0.024778761061946902,0.07964601769911504,0.10619469026548672,0.05752212389380531,0.011504424778761062,0.02654867256637168,0.05486725663716814,8.841468238830569,122837.06820000104,0.06283185840707964,52.22965486725695,-0.5956637168141594
4,200009,99.0,0,0,0.2327433628318584,0.2991150442477876,0.08584070796460178,0.05663716814159292,0.035398230088495575,0.03716814159292035,0.012389380530973451,0.02920353982300885,0.07964601769911504,0.07787610619469026,0.021238938053097345,0.02920353982300885,0.08584070796460178,0.07256637168141593,0.01592920353982301,0.024778761061946902,0.07964601769911504,0.10619469026548672,0.05752212389380531,0.011504424778761062,0.02654867256637168,0.05486725663716814,8.841468238830569,122837.06820000104,0.06283185840707964,52.05921238938084,-0.5962831858407082
5,200010,91.0,1,0,0.2327433628318584,0.2991150442477876,0.08584070796460178,0.05663716814159292,0.035398230088495575,0.03716814159292035,0.012389380530973451,0.02920353982300885,0.07964601769911504,0.07787610619469026,0.021238938053097345,0.02920353982300885,0.08584070796460178,0.07256637168141593,0.01592920353982301,0.024778761061946902,0.07964601769911504,0.10619469026548672,0.05752212389380531,0.011504424778761062,0.02654867256637168,0.05486725663716814,8.841468238830569,122837.06820000104,0.06283185840707964,52.05921238938084,-0.5962831858407082
6,200012,83.0,0,0,0.2327433628318584,0.3,0.08584070796460178,0.05663716814159292,0.035398230088495575,0.03716814159292035,0.012389380530973451,0.02920353982300885,0.07964601769911504,0.07787610619469026,0.020353982300884955,0.02920353982300885,0.08495575221238938,0.07256637168141593,0.01592920353982301,0.02566371681415929,0.08053097345132744,0.10619469026548672,0.05752212389380531,0.011504424778761062,0.02654867256637168,0.05486725663716814,8.841468238830569,122831.06030000105,0.06371681415929203,52.47523008849589,-0.5957522123893806
7,200013,100.0,1,0,0.2327433628318584,0.3,0.08584070796460178,0.05663716814159292,0.035398230088495575,0.03716814159292035,0.012389380530973451,0.02920353982300885,0.07964601769911504,0.07787610619469026,0.020353982300884955,0.02920353982300885,0.08495575221238938,0.07256637168141593,0.01592920353982301,0.02566371681415929,0.08053097345132744,0.10619469026548672,0.05752212389380531,0.011504424778761062,0.02654867256637168,0.05486725663716814,8.841468238830569,122831.06030000105,0.06371681415929203,52.47523008849589,-0.5957522123893806
8,200015,92.0,1,0,0.2327433628318584,0.2991150442477876,0.08584070796460178,0.05663716814159292,0.035398230088495575,0.03716814159292035,0.012389380530973451,0.02920353982300885,0.07964601769911504,0.07787610619469026,0.021238938053097345,0.02920353982300885,0.08495575221238938,0.07256637168141593,0.01504424778761062,0.02566371681415929,0.07964601769911504,0.10619469026548672,0.0584070796460177,0.011504424778761062,0.02654867256637168,0.05486725663716814,8.841468238830569,122840.99230000105,0.06371681415929203,52.22965486725695,-0.5994690265486726
9,200017,76.0,0,0,0.2327433628318584,0.2991150442477876,0.08584070796460178,0.05663716814159292,0.035398230088495575,0.03716814159292035,0.012389380530973451,0.02831858407079646,0.07964601769911504,0.07787610619469026,0.022123893805309734,0.02920353982300885,0.08495575221238938,0.07256637168141593,0.01592920353982301,0.02566371681415929,0.07964601769911504,0.10619469026548672,0.05752212389380531,0.011504424778761062,0.02654867256637168,0.05486725663716814,8.841532707214355,122880.09450000104,0.06371681415929203,52.514787610619784,-0.5969026548672567
10,200018,100.0,1,0,0.2327433628318584,0.2991150442477876,0.08584070796460178,0.05663716814159292,0.035398230088495575,0.03716814159292035,0.012389380530973451,0.02831858407079646,0.07964601769911504,0.07787610619469026,0.022123893805309734,0.02920353982300885,0.08495575221238938,0.07256637168141593,0.01592920353982301,0.02566371681415929,0.07964601769911504,0.10619469026548672,0.05752212389380531,0.011504424778761062,0.02654867256637168,0.05486725663716814,8.841532707214355,122880.09450000104,0.06371681415929203,52.514787610619784,-0.5969026548672567
11,200020,87.0,0,0,0.2336283185840708,0.2991150442477876,0.08584070796460178,0.05663716814159292,0.035398230088495575,0.03716814159292035,0.012389380530973451,0.02920353982300885,0.07964601769911504,0.07787610619469026,0.021238938053097345,0.03008849557522124,0.08495575221238938,0.07256637168141593,0.01592920353982301,0.02566371681415929,0.07964601769911504,0.10619469026548672,0.05663716814159292,0.011504424778761062,0.02654867256637168,0.05486725663716814,8.841468238830569,122883.13810000104,0.06371681415929203,52.27761946902686,-0.592566371681416
12,200021,100.0,1,0,0.2336283185840708,0.2991150442477876,0.08584070796460178,0.05663716814159292,0.035398230088495575,0.03716814159292035,0.012389380530973451,0.02920353982300885,0.07964601769911504,0.07787610619469026,0.021238938053097345,0.03008849557522124,0.08495575221238938,0.07256637168141593,0.01592920353982301,0.02566371681415929,0.07964601769911504,0.10619469026548672,0.05663716814159292,0.011504424778761062,0.02654867256637168,0.05486725663716814,8.841468238830569,122883.13810000104,0.06371681415929203,52.27761946902686,-0.592566371681416
13,200023,100.0,1,0,0.23274336283185842,0.2991150442477876,0.08584070796460178,0.05663716814159292,0.035398230088495575,0.03716814159292035,0.012389380530973451,0.02920353982300885,0.07964601769911504,0.07787610619469026,0.021238938053097345,0.02920353982300885,0.08495575221238938,0.07256637168141593,0.01592920353982301,0.02654867256637168,0.07964601769911504,0.10619469026548672,0.05752212389380531,0.011504424778761062,0.02566371681415929,0.05486725663716814,8.844240379333495,122855.08500000105,0.06371681415929203,52.134345132743675,-0.5935398230088496
14,200024,45.0,0,0,0.2327433628318584,0.2991150442477876,0.08584070796460178,0.05663716814159292,0.035398230088495575,0.03716814159292035,0.012389380530973451,0.02920353982300885,0.07964601769911504,0.07787610619469026,0.021238938053097345,0.02920353982300885,0.08495575221238938,0.07256637168141593,0.01592920353982301,0.02566371681415929,0.07964601769911504,0.10619469026548672,0.05752212389380531,0.011504424778761062,0.02654867256637168,0.05486725663716814,8.841468238830569,122871.08440000105,0.06371681415929203,52.05921238938084,-0.5971681415929205
15,200025,72.0,1,0,0.2327433628318584,0.2991150442477876,0.08584070796460178,0.05663716814159292,0.035398230088495575,0.03716814159292035,0.012389380530973451,0.02920353982300885,0.07964601769911504,0.07787610619469026,0.021238938053097345,0.02920353982300885,0.08495575221238938,0.07256637168141593,0.01592920353982301,0.02566371681415929,0.07964601769911504,0.10619469026548672,0.05752212389380531,0.011504424778761062,0.02654867256637168,0.05486725663716814,8.841468238830569,122871.08440000105,0.06371681415929203,52.05921238938084,-0.5971681415929205
16,200026,100.0,0,0,0.2436548223350254,0.2910321489001692,0.0829103214890017,0.051607445008460234,0.03553299492385787,0.04060913705583756,0.015228426395939087,0.03807106598984772,0.06937394247038917,0.08206429780033841,0.021996615905245348,0.028764805414551606,0.08460236886632826,0.06345177664974619,0.0194585448392555,0.028764805414551606,0.07868020304568528,0.09475465313028765,0.06260575296108291,0.010998307952622674,0.027918781725888325,0.06260575296108291,8.306058311462404,128341.46990000078,0.0676818950930626,50.23571065989882,-0.49847715736040593
